work,author,year,camp,camp_label,source_chunk,word_count,animal_keywords,text,scan_complete,scan_tag,scan_reasoning
Physico-Theology,William Derham,1713,A,divine_teleology,334,95,"[""apes"", ""bird"", ""eggs""]","Repofitory, and in the noble and well-furniftied Mufeum of my often-commended Friend Sir Hans Sloanei and at the same Time I could not but admire at thq neat mechanism of them, and the Sagacity of the Bird, in Jianging them on the Twigs of Trees, to feci^re their Eggs and Young from the Apes.

(m) I mention Tree?, because I have seen Beej gather thq Gurn of Fir-Trees, v/hich at the same Time gave me thcj pleasure of feeing their way of loading their Thighs therewith ;' performed with great Art and Dexterity.

ftPffl

Chap.",TRUE,non_divine_teleology,"Confident: the passage highlights bees gathering fir-tree gum and loading it on their thighs, describing a functionally organized behavior."
Physico-Theology,William Derham,1713,A,divine_teleology,334,43,"[""animals""]","Of Animals Habitat ions. 133

from folid (») Timber ! And with what prodigious geometrical Subtilty do thole little Animals work their deep hexagonal Cells, the only proper Figure that the bell Mathematician could chufc for such a Combination of Houfcs {0) !",TRUE,non_divine_teleology,"Confident: the cells are defined by their suitability as houses, with the hexagonal shape called the proper figure for that combination of homes."
Physico-Theology,William Derham,1713,A,divine_teleology,335,32,"[""apes""]","Oiuadratum CT"" Hexa^onum, Apes tliam (jus. ex pluribits anguiii conjlat fapieneer delegerunt, utpote fujpicantes tarn pint mellis capire qnum utramvis reliqnarum. At Apes cfuidem lUud tantum quod ipjis utile ejl cognojcunt, \\i.",TRUE,junk,"Unsure: this is a brief Latin note about bees choosing a shape, but it is too fragmentary to count as a substantive explanation."
Physico-Theology,William Derham,1713,A,divine_teleology,335,88,"[""animals"", ""claws"", ""mole""]","Note [•^).

(f) Among many Examples, the Legs and Feet of the Mole-Cricket, (Gryllotalpa,) arc very remarkable. The Forcl^egs are very brawny and f^rong; and the Feet armed each vith four flat Itrong Claws, together with a fmali Lamina, with two larger Claws, and a third with two little Claws : Which Lamina is joyntcd to the Bottom of the loot, to be extended, to make the Foot wider, or withdrawn within the f'opt, Xhcfc Feet arc placed to fcratch fomcwhat lidcways,

■■-■■■■ ,,

234 Of Animals Habitations.",TRUE,internal_essence,"Confident: the mole-cricket's legs and feet are anatomically described in detail, focusing on their structure and parts."
Physico-Theology,William Derham,1713,A,divine_teleology,336,164,"[""animals"", ""fur"", ""moles"", ""worms""]","And further yet ; With what Care and Neatnef? do mod of those little fagacious Animals line those their houses within, and feal them up, and fence them without {t) ! slow artificially will others fold up the Leaves of Trees and Plants {u)-, others house themselves in Sticks and Straws 5 others glue light and floating Bodies together (w), and by that Artifice make themselves floating houses in the Waters,

as well as downward, after the Manner of Moles Feet; and they are very Uke them alfo in Figure. '""""

Somewhat of this Nature, Swammerdam observes of the Worms of the Ephemeron. To this purpose, [to dig their Cells,] the wife Creator hath furnifl/d them, (faith he,) 'j:'}th fit Members. For, befides that their two Fore^Legs are formed fomewhat like those of the ordinary Moles, or GryllotaJpa ; he hath alfo fur 7iifhd them with tzvo toothy Cheeks, fomewhat like the sheers of Lobfters, -which fer-ve them ni\)re readily to bore the Clay.",TRUE,internal_essence,"Confident: the passage explains that the creator furnished the Ephemeron worms with specific members, including legs and toothed cheeks, to bore clay."
Physico-Theology,William Derham,1713,A,divine_teleology,336,94,"[""animal"", ""animals"", ""creature""]","And it is a fomewhat wonderful Artifice, how so small and weak a Creature, as one of those jiewly-hatch'd Maggots, (for doubtlefs it is they, not the Parent-Animal, because flbe emits no Web, nor hath any teftrine Art,) can be able to convolve the ftubborn Leaf, and then bind it in that neat round Form, with the Thread or Web it weaves from its own Body; with which it commonly lines the convolved Leaf, and' flops up the two Ends, to prevent its own falling out; and Earwigs, and .other noxious Animals getting in.",TRUE,non_divine_teleology,"Confident: the maggot is defined by its weaving and lining of rolled leaves to keep itself in and pests out, a clear functional description."
Physico-Theology,William Derham,1713,A,divine_teleology,337,178,"[""animal"", ""animals"", ""creature"", ""duck"", ""worms""]","And it is a fomewhat wonderful Artifice, how so small and weak a Creature, as one of those jiewly-hatch'd Maggots, (for doubtlefs it is they, not the Parent-Animal, because flbe emits no Web, nor hath any teftrine Art,) can be able to convolve the ftubborn Leaf, and then bind it in that neat round Form, with the Thread or Web it weaves from its own Body; with which it commonly lines the convolved Leaf, and' flops up the two Ends, to prevent its own falling out; and Earwigs, and .other noxious Animals getting in.

{w) The several Sortt of Phryganea, or Cadetvs, in their Nympha, or Maggot-state, thus house themselves; one Sort in Straws, call'd from thence Straw-Worms; others in two or more Sticks, laid parallel to one another, creeping at the Bottom of Bi ooks ; others with a small Bundle of Pieces of Rufties, Duck-weed, Sticks, ^c. glu'd together, where- with they float on the Top, and can row themselves therein about the Waters, with the Help of their Feet : Both these are call'd Cob-bait.",TRUE,non_divine_teleology,"Confident: it explains maggots/web-spinning as a means to convolve leaves and prevent falling out or intrusion, i.e. function-based behavior."
Physico-Theology,William Derham,1713,A,divine_teleology,337,129,"[""animal"", ""creatures"", ""species"", ""spider""]","Of Anmals Habit ntiovs. i 3 5tcis, to iranfport thcmfclvcs at Plcafurc after their Food, or other ncccflary Occafions of Life! ^nd for a close, let us take the fcriptural Inllance oF the Spider^ Prov. xxx. 28. whicb I's one of the four little Things, which, f. 24. /Jgitr ^ly?, is exceeding Pnfe : The Spider tahth hold ivith her llnnds^ a'l^d is in Kings Palaces {x). I will not difpiftc the Truth of our EugHjJj Tranflation of this Text, but fuppoling the Animal mention'd to. be that which is meant} it is manifell, that the Art of that Species of Creatures, in fpinning their various Webs, and the Furniture then- Bodies afford to tliat Purpofc, are an excellent Inftin(51-, and Provifion of Nature, fctting forth its glorious Author.",TRUE,divine_teleology,"Confident: the spider's web-making and bodily furniture are said to be a 'providence of Nature' and 'setting forth its glorious Author,' invoking divine purpose."
Physico-Theology,William Derham,1713,A,divine_teleology,338,198,"[""animal"", ""animals"", ""cod"", ""spider""]","II. together with a good, though very brief description of the PapilionaceotM Fly, that comes from the Cod"" bait Cadew. It is a notable archite<ftonick Faculty, wluch ail the Variety of thele Animals have, to gather such Bodies as are titteft for their Purpolc, and then to glue them together; fomc to be heavier than Water, that the Animal may remain at the Bottom, where its Food is; (for which I'lirpofe they life Stones, together with Sticks, Rufives, ^c.) and I'ome to be lighter than Water, to float on the Top, and gather its Food from thence. these little houses look coarlc and fliew no great Artifice outwardly ; but are well tunnelled, and made within with a hard tou-^h Pafte; into which the hinder Part of the Maggot is so fix'd, that it can draw us Cell after it any where, without Danger of leaving it behind; as alfo thruft its Body out, to reach what it wanteth; or withdraw it into its Cell, to guard it againlt Harms.

{x) Having mention'd the Spider, 1 ftialJ take this Occafion, (although it be out of the Way,) to give an InlUnce of the Poyfon of foine of them.",TRUE,non_divine_teleology,"Confident: it defines the insects by their architecture for staying at the bottom or floating and reaching food, explicitly framed by purpose."
Physico-Theology,William Derham,1713,A,divine_teleology,338,32,"[""spiders""]","That in Gafcony, his Country, there are Spiders of that viruiency, that if a Man treads upon thim, to critfii them, if.fir Poyfon wilt pass through the very Holes of his shoe.",TRUE,junk,"Confident: it is just an anecdote about spiders' poison in Gascony, with no definition or explanatory account of what an animal is."
Physico-Theology,William Derham,1713,A,divine_teleology,338,30,"[""frog"", ""spider""]","Mr. Leeivenhoek put a Trog and a Spider together into a Clafs, and having made the Spider Ib'ng tlie Frrg divcr?^ Turcs, the Frog dy'd in about an Hour's Timr.",TRUE,junk,"Confident: it reports an experiment where a spider and frog are put together, but gives no substantive account of animal nature or function."
Physico-Theology,William Derham,1713,A,divine_teleology,338,26,"[""spiders""]","In the lame Tranfaclion, is a curious Account ol the Manlier how Spiders lay, and gu^rd ihcir tgg<=, viz.. they cnvt

then

t$6 Of j^nimals Habitations.",TRUE,junk,"Confident: this is only a fragment announcing an account of how spiders lay and guard eggs, without the explanatory content itself."
Physico-Theology,William Derham,1713,A,divine_teleology,339,71,"[""animals"", ""creature""]","And now from this short and tranfient View of the archite6lonick Faculty of Animals, especially the Irrationals j we may cafily perceive some fuperiour and wife Being was certainly concern'd in their Creation or Original. For, how is it pollible that an irrational Creature Ihould, with ordinary and coarfe, or indeed any Materials, be ever a» ble to perform such Works, as exceed even the Iipitation of a rational Creature ?",TRUE,divine_teleology,Confident: it explicitly infers that a 'superiour and wise Being' was concerned in animal creation from their works.
Physico-Theology,William Derham,1713,A,divine_teleology,340,158,"[""birds"", ""spider"", ""spiders""]","Redi, and his own observations, thinks spiders not venomous; several Perfons, as well as Birds, fwallowing them without Hurt: Which I my self have known in a Pcrfon of Learning, who was advis'd to take them medicinally at first, an4 would at any Time fwallow them, affirming them to be sweet, and well tailed: And not only innocuous, but they arc very falutiferous too, in some of the most: Itubborn Difeafcs, if the pleafant Story in Moujfet be true; of a rich London Matron, cur'd of a defperate T'^mpany, by a certain Debauchee, that hearing of her Cafe, and that Ihe was given over by the Docftors, went to her, pretending to be a Phyiician, and confidently affirming he would cure her; which (lie being willing to believe, agrees with him for so muclv Money, one half to be paid down, the other upon Cure. Upon which he gives her a Spider, promifing her Cure in three Days.",TRUE,junk,"Confident: it is a mixed anecdotal discussion of whether spiders are venomous and a story about medical use, not a definition of animals."
