work_id,period_bin,year,title,sources,volumes,n_rows,n_junk,n_explanatory,n_divine_teleology,n_non_divine_teleology,n_internal_essence,below_min_explanatory
120056,1800_1829,1804,"The British Miscellany: or coloured figures of new, rare, or little known animal subjects; many not before ascertained to be inhabitants of the British Isles and chiefly in the possession of the autho",BHL,1,390,361,29,0,15,14,1
200962,1800_1829,1804,"The natural history of British insects, explaining them in their several states with the periods of their transformations, their food, oeconomy, &c together with the history of such minute insects as ",BHL,1,307,250,57,0,37,20,0
41622,1800_1829,1804,"Animal biography, or, Authentic anecdotes of the lives, manners, and economy, of the animal creation : arranged according to the system of Linnaeus",BHL,2,2400,1904,496,12,434,50,0
118057,1800_1829,1805,"On the use of the sutures in the bones of animals : read before the Literary and Philosophical Society of Manchester, December 1, 1803",BHL,1,17,13,4,0,4,0,1
118073,1800_1829,1805,"Observations on the effect of madder root on the bones of animals : read before the Literary and Philosophical Society of Manchester April 10, 1801",BHL,1,31,31,0,0,0,0,1
37018,1800_1829,1806,"A general system of nature, through the three grand kingdoms of animals, vegetables, and minerals, systematically divided into their several classes, orders, genera, species, and varieties, with their",BHL,1,1200,1128,72,0,22,50,0
113906,1800_1829,1806,"The naturalist's cabinet : containing interesting sketches of animal history; illustrative of the natures, dispositions, manners, and habits, of all the most remarkable quadrupeds, birds, fishes, amph",BHL,1,886,748,138,2,124,12,0
114893,1800_1829,1806,"The naturalist's cabinet : containing interesting sketches of animal history; illustrative of the natures, dispositions, manners, and habits, of all the most remarkable quadrupeds, birds, fishes, amph",BHL,1,847,714,133,2,126,5,0
120141,1800_1829,1806,"An appendix to a Practical essay on distortion of the legs and feet of children, &c. Containing sixty two cases that have been successfully treated in patients between the ages of two weeks and twenty",BHL,1,187,156,31,0,31,0,0
129151,1800_1829,1806,"A general system of nature, through the three grand kingdoms of animals, vegetables, and minerals, systematically divided into their several classes, orders, genera, species, and varieties, with their",BHL,7,6587,6275,312,0,128,184,0
142792,1800_1829,1806,"A general system of nature, through the three grand kingdoms of animals, vegetables, and minerals ...",BHL,1,1200,1171,29,0,14,15,1
41623,1800_1829,1806,"The British miscellany, or, Coloured figures of new, rare, or little known animal subjects : many not before ascertained to be inhabitants of the British Isles : and chiefly in the possession of the a",BHL,1,375,344,31,0,16,15,0
104612,1800_1829,1807,A short system of comparative anatomy,BHL,1,1200,835,365,2,232,131,0
115982,1800_1829,1807,A general history of quadrupeds,BHL,1,1104,839,265,13,227,25,0
138591,1800_1829,1807,"Zoography; or, The beauties of nature displayed. In select descriptions from the animal, and vegetable, with additions from the mineral kingdom. Systematical arranged",BHL,5,4560,3825,735,36,657,42,0
25201,1800_1829,1807,"Goldsmith's history of the earth and animated nature, abridged : containing the natural history of animals, birds, fishes, reptiles, and insects; on the plan recommended by Miss Hannah More.  For the ",BHL,1,818,478,340,9,300,31,0
97204,1800_1829,1808,"American ornithology, or, The natural history of the birds of the United States : illustrated with plates engraved and colored from original drawings taken from nature",BHL,9,2802,2546,256,14,211,31,0
1593,1800_1829,1809,"General zoology, or Systematic natural history",BHL,5,4773,4412,361,2,243,116,0
119699,1800_1829,1809,"Petrificata derbiensia : or, figures and descriptions of petrifactions collected in Derbyshire",BHL,1,244,227,17,0,2,15,1
104519,1800_1829,1810,"A philosophical and practical treatise on horses and on the moral duties of man towards the brute creation: comprehending the choice, management, purchase, and sale of every description of the horse; ",BHL,1,983,944,39,0,39,0,0
104610,1800_1829,1810,"A philosophical and practical treatise on horses and on the moral duties of man towards the brute creation: comprehending the choice, management, purchase, and sale of every description of the horse; ",BHL,1,1156,1012,144,2,138,4,0
164080,1800_1829,1810,"The Naturalists Companion containing drawings with suitable descriptions of a vast variety of Quadrupeds, Birds, Fishes, Serpent and Insects; & accurately copied either from Living Animals or from the",BHL,1,131,130,1,0,1,0,1
58980,1800_1829,1811,"Arcana, or, The museum of natural history : containing the most recent discovered objects : embellished with coloured plates, and corresponding descriptions : with extracts relating to animals, and re",BHL,1,412,291,121,13,63,45,0
64363,1800_1829,1811,"Conchology, or, The natural history of shells : containing a new arrangement of the genera and species, illustrated by coloured engravings executed from the natural specimens, and including the latest",BHL,1,597,518,79,2,8,69,0
87000,1800_1829,1811,British ornithology : being the history with a coloured representation of every known species of British birds,BHL,2,355,286,69,3,64,2,0
156640,1800_1829,1811,"Conchology, or the natural history of shells: containing a new arrangement of the genera and species. Illustrated by coloured engravings executed from the natural specimens, and including the latest d",BHL,1,587,518,69,2,8,59,0
219435,1800_1829,1811,"An historical and descriptive account of the four species of Peruvian sheep, called carneros de la tierra : to which are added, particulars respecting the domestication of the two wild species, and th",BHL,1,223,176,47,2,44,1,0
62215,1800_1829,1812,British zoology,BHL,4,4323,3973,350,12,260,78,0
104530,1800_1829,1812,British zoology,BHL,1,869,806,63,0,55,8,0
104574,1800_1829,1812,British zoology,BHL,1,1060,1003,57,2,30,25,0
105859,1800_1829,1812,British zoology,BHL,1,1200,1097,103,5,57,41,0
106649,1800_1829,1812,British zoology,BHL,1,1200,1066,134,8,119,7,0
106818,1800_1829,1812,A compendium of the anatomy of the human body intended principally for the use of students,BHL,1,1124,710,414,0,278,136,0
106952,1800_1829,1812,A compendium of the anatomy of the human body intended principally for the use of students,BHL,1,242,216,26,0,18,8,1
107498,1800_1829,1812,A compendium of the anatomy of the human body intended principally for the use of students,BHL,1,196,144,52,0,37,15,0
14408,1800_1829,1812,"The mineral conchology of Great Britain; or, Coloured figures and descriptions of those remains of testaceous animals or shells, which have been preserved at various times and depths in the earth",BHL,8,2916,2603,313,1,34,278,0
41854,1800_1829,1812,"A companion to Mr. Bullock's London Museum and Pantherion : containing a brief description of upwards of fifteen thousand natural and foreign curiosities, antiquities, and productions of the fine arts",BHL,1,562,475,87,2,76,9,0
200951,1800_1829,1813,"Birds of New South Wales, with their natural history",BHL,4,67,61,6,0,6,0,1
99930,1800_1829,1814,Lectures on comparative anatomy : in which are explained the preparations in the Hunterian collection,BHL,4,1070,942,128,1,101,26,0
113854,1800_1829,1814,"Observations on some interesting phenomena in animal physiology, exhibited by several species of Planariæ",BHL,1,244,198,46,1,29,16,0
169606,1800_1829,1814,Lectures on comparative anatomy : in which are explained the preparations in the Hunterian collection,BHL,1,913,725,188,4,112,72,0
169615,1800_1829,1814,Lectures on comparative anatomy : in which are explained the preparations in the Hunterian collection,BHL,1,1031,616,415,7,347,61,0
41372,1800_1829,1814,"The zoological miscellany : being descriptions of new, or interesting animals",BHL,2,446,370,76,0,19,57,0
106860,1800_1829,1815,British ornithology : containing portraits of all the British birds including those of foreign origin which have become domesticated,BHL,3,1027,858,169,4,141,24,0
114890,1800_1829,1815,"Recreations in natural history, or, Popular sketches of British quadrupeds : describing their nature, habits and dispositions, and interspersed with original anecdotes, embellished with numerous engra",BHL,1,914,705,209,5,192,12,0
115669,1800_1829,1815,"Engravings, representing the generation of some animals; some circumstances attending parturition in the human species; and a few of the diseases to which the sex is liable",BHL,1,20,16,4,0,3,1,1
64835,1800_1829,1815,"General conchology, or, A description of shells, arranged according to the Linnean system : and illustrated with plates, drawn and coloured from nature",BHL,1,1200,1107,93,1,36,56,0
159664,1800_1829,1815,"An essay on the bots of horses, and other animals",BHL,1,323,272,51,6,39,6,0
16007,1800_1829,1815,"An introduction to the study of conchology : including observations on the Linnæan genera, and the arrangement of M. Lamarck, a glossary, and a table of English names : illustrated with coloured plate",BHL,1,503,364,139,0,35,104,0
51450,1800_1829,1816,"Hortus gramineus Woburnensis : or, an account of the results of experiments on the produce, and nutritive qualities of different grasses, and other plants, used as the food of the more valuable domest",BHL,1,538,489,49,0,35,14,0
66019,1800_1829,1816,Entomology,BHL,1,1020,940,80,0,22,58,0
104502,1800_1829,1816,"An introduction to entomology, or, Elements of the natural history of insects : with plates",BHL,1,1200,1004,196,17,131,48,0
104725,1800_1829,1816,"An introduction to entomology, or, Elements of the natural history of insects : with plates",BHL,1,1200,975,225,21,195,9,0
104741,1800_1829,1816,"An introduction to entomology, or, Elements of the natural history of insects : with plates",BHL,1,1200,915,285,29,235,21,0
105744,1800_1829,1816,"An introduction to entomology, or, Elements of the natural history of insects : with plates",BHL,1,1200,883,317,11,182,124,0
132831,1800_1829,1816,"The elements of conchology; or, natural history of shells. According to the Linnean system. With observations on modern arrangements",BHL,1,311,239,72,0,20,52,0
16030,1800_1829,1816,"The elements of conchology, or, Natural history of shells : according to the Linnean system : with observations on modern arrangements",BHL,1,318,233,85,0,23,62,0
217602,1800_1829,1817,Jacob Cist entomological workbooks,BHL,1,7,7,0,0,0,0,1
106945,1800_1829,1818,Outlines of comparative anatomy intended principally for the use of students,BHL,1,1108,723,385,0,271,114,0
48636,1800_1829,1819,"Horae entomologicae, or, Essays on the annulose animals",BHL,2,1927,1307,620,15,166,439,0
101948,1800_1829,1819,Plates to Selby's Illustrations of British ornithology,BHL,1,9,9,0,0,0,0,1
34177,1800_1829,1819,"The entomologist's useful compendium, or An introduction to the knowledge of British insects : comprising the best means of obtaining and preserving them, and a description of the apparatus generally ",BHL,1,1200,966,234,0,93,141,0
14816,1800_1829,1819,"A practical treatise on breeding, rearing, and fattening all kinds of domestic poultry, pheasants, pigeons, and rabbits : including an interesting account of the Egyptian method of hatching eggs by ar",BHL,1,386,286,100,1,99,0,0
